Time,Winner,Nickname
00:00:00:000,Player7,Bob
00:00:00:000,Player7,Bob
00:00:03:033,Player2,Naruto
00:00:03:033,Player2,Naruto
00:00:03:400,Player9,Bart
00:00:03:400,Player9,Bart
00:00:06:033,Player3,Rigby
00:00:06:033,Player3,Rigby
00:00:06:100,Player4,Finn
00:00:06:100,Player4,Finn
00:00:06:233,Player3,Rigby
00:00:06:233,Player3,Rigby
00:00:06:267,Player2,Naruto
00:00:06:267,Player2,Naruto
00:00:07:133,Player4,Finn
00:00:07:133,Player4,Finn
00:00:08:967,Player2,Naruto
00:00:08:967,Player2,Naruto
00:00:09:033,Player4,Finn
00:00:09:033,Player4,Finn
00:00:09:567,Player3,Rigby
00:00:09:567,Player3,Rigby
00:00:10:000,Player7,Bob
00:00:10:000,Player7,Bob
00:00:17:267,Player3,Rigby
00:00:17:267,Player3,Rigby
00:00:17:900,Player7,Bob
00:00:17:900,Player7,Bob
00:00:18:600,Player3,Rigby
00:00:18:600,Player3,Rigby
00:00:18:633,Player7,Bob
00:00:18:633,Player7,Bob
00:00:18:767,Player3,Rigby
00:00:18:767,Player3,Rigby
00:00:19:333,Player7,Bob
00:00:19:333,Player7,Bob
00:00:19:433,Player3,Rigby
00:00:19:433,Player3,Rigby
00:00:20:033,Player8,Gru
00:00:20:033,Player8,Gru
00:00:20:200,Player3,Rigby
00:00:20:200,Player3,Rigby
00:00:20:500,Player7,Bob
00:00:20:500,Player7,Bob
00:00:23:033,Player3,Rigby
00:00:23:033,Player3,Rigby
00:00:24:067,Player2,Naruto
00:00:24:067,Player2,Naruto
00:00:24:100,Player3,Rigby
00:00:24:100,Player3,Rigby
00:00:24:167,Player2,Naruto
00:00:24:167,Player2,Naruto
00:00:24:300,Player5,Steven
00:00:24:300,Player5,Steven
00:00:24:400,Player6,Patricio
00:00:24:400,Player6,Patricio
00:00:24:600,Player8,Gru
00:00:24:600,Player8,Gru
00:00:27:000,Player5,Steven
00:00:27:000,Player5,Steven
00:00:27:733,Player3,Rigby
00:00:27:733,Player3,Rigby
00:00:28:033,Player7,Bob
00:00:28:033,Player7,Bob
00:00:30:033,Player2,Naruto
00:00:30:033,Player2,Naruto
00:00:30:700,Player6,Patricio
00:00:30:700,Player6,Patricio
00:00:30:767,Player8,Gru
00:00:30:767,Player8,Gru
00:00:30:833,Player6,Patricio
00:00:30:833,Player6,Patricio
00:00:33:033,Player2,Naruto
00:00:33:033,Player2,Naruto
00:00:33:100,Player9,Bart
00:00:33:100,Player9,Bart
00:00:33:300,Player4,Finn
00:00:33:300,Player4,Finn
00:00:35:633,Player7,Bob
00:00:35:633,Player7,Bob
