Time,Winner,Nickname
00:00:00:000,Player7,Patricio
00:00:00:000,Player7,Patricio
00:00:03:033,Player6,Calamardo
00:00:03:033,Player6,Calamardo
00:00:03:100,Player3,Shrek
00:00:03:100,Player3,Shrek
00:00:03:133,Player6,Calamardo
00:00:03:133,Player6,Calamardo
00:00:03:467,Player3,Shrek
00:00:03:467,Player3,Shrek
00:00:06:033,Player9,Steven
00:00:06:033,Player9,Steven
00:00:06:100,Player4,Gru
00:00:06:100,Player4,Gru
00:00:06:233,Player9,Steven
00:00:06:233,Player9,Steven
00:00:06:800,Player4,Gru
00:00:06:800,Player4,Gru
00:00:09:033,Player9,Steven
00:00:09:033,Player9,Steven
00:00:09:200,Player6,Calamardo
00:00:09:200,Player6,Calamardo
00:00:09:500,Player2,Dipper
00:00:09:500,Player2,Dipper
00:00:09:967,Player6,Calamardo
00:00:09:967,Player6,Calamardo
00:00:12:300,Player3,Shrek
00:00:12:300,Player3,Shrek
00:00:21:367,Player9,Steven
00:00:21:367,Player9,Steven
00:00:22:967,Player3,Shrek
00:00:22:967,Player3,Shrek
00:00:24:000,Player9,Steven
00:00:24:000,Player9,Steven
00:00:27:300,Player6,Calamardo
00:00:27:300,Player6,Calamardo
00:00:28:033,Player2,Dipper
00:00:28:033,Player2,Dipper
00:00:30:033,Player6,Calamardo
00:00:30:033,Player6,Calamardo
00:00:30:600,Player3,Shrek
00:00:30:600,Player3,Shrek
00:00:30:667,Player9,Steven
00:00:30:667,Player9,Steven
00:00:30:900,Player4,Gru
00:00:30:900,Player4,Gru
00:00:31:333,Player9,Steven
00:00:31:333,Player9,Steven
00:00:32:933,Player4,Gru
00:00:32:933,Player4,Gru
00:00:33:033,Player3,Shrek
00:00:33:033,Player3,Shrek
00:00:33:100,Player8,Minion
00:00:33:100,Player8,Minion
00:00:33:133,Player3,Shrek
00:00:33:133,Player3,Shrek
00:00:36:100,Player2,Dipper
00:00:36:100,Player2,Dipper
00:00:36:200,Player3,Shrek
00:00:36:200,Player3,Shrek
00:00:36:533,Player2,Dipper
00:00:36:533,Player2,Dipper
00:00:51:467,Player7,Patricio
00:00:51:467,Player7,Patricio
