Time,Winner,Nickname
00:00:00:000,Player7,Naruto
00:00:00:000,Player7,Naruto
00:00:03:033,Player9,Ben10
00:00:03:033,Player9,Ben10
00:00:03:467,Player3,Shrek
00:00:03:467,Player3,Shrek
00:00:06:100,Player4,dulceprincesa
00:00:06:100,Player4,dulceprincesa
00:00:06:233,Player9,Ben10
00:00:06:233,Player9,Ben10
00:00:09:033,Player7,Naruto
00:00:09:033,Player7,Naruto
00:00:09:067,Player1,marceline
00:00:09:067,Player1,marceline
00:00:09:133,Player7,Naruto
00:00:09:133,Player7,Naruto
00:00:09:567,Player3,Shrek
00:00:09:567,Player3,Shrek
00:00:10:100,Player1,marceline
00:00:10:100,Player1,marceline
00:00:16:200,Player6,Mordecai
00:00:16:200,Player6,Mordecai
00:00:16:400,Player1,marceline
00:00:16:400,Player1,marceline
00:00:17:300,Player6,Mordecai
00:00:17:300,Player6,Mordecai
00:00:18:133,Player1,marceline
00:00:18:133,Player1,marceline
00:00:24:067,Player9,Ben10
00:00:24:067,Player9,Ben10
00:00:24:267,Player7,Naruto
00:00:24:267,Player7,Naruto
00:00:24:733,Player3,Shrek
00:00:24:733,Player3,Shrek
00:00:26:900,Player8,Steven
00:00:26:900,Player8,Steven
00:00:27:033,Player3,Shrek
00:00:27:033,Player3,Shrek
00:00:27:167,Player7,Naruto
00:00:27:167,Player7,Naruto
00:00:28:600,Player5,BMO
00:00:28:600,Player5,BMO
00:00:29:467,Player7,Naruto
00:00:29:467,Player7,Naruto
00:00:29:700,Player5,BMO
00:00:29:700,Player5,BMO
00:00:30:033,Player7,Naruto
00:00:30:033,Player7,Naruto
00:00:30:067,Player2,Finn
00:00:30:067,Player2,Finn
00:00:30:167,Player7,Naruto
00:00:30:167,Player7,Naruto
00:00:30:567,Player1,marceline
00:00:30:567,Player1,marceline
00:00:30:700,Player2,Finn
00:00:30:700,Player2,Finn
00:00:33:033,Player1,marceline
00:00:33:033,Player1,marceline
00:00:33:167,Player3,Shrek
00:00:33:167,Player3,Shrek
00:00:36:300,Player5,BMO
00:00:36:300,Player5,BMO
00:00:37:100,Player7,Naruto
00:00:37:100,Player7,Naruto
00:00:50:567,Player9,Ben10
00:00:50:567,Player9,Ben10
00:00:51:433,Player2,Finn
00:00:51:433,Player2,Finn
00:00:51:867,Player9,Ben10
00:00:51:867,Player9,Ben10
00:00:52:367,Player2,Finn
00:00:52:367,Player2,Finn
00:00:53:000,Player9,Ben10
00:00:53:000,Player9,Ben10
