Time,Winner,Nickname
00:00:00:000,Player7,ReyHelado
00:00:00:000,Player7,ReyHelado
00:00:03:033,Player6,Shrek
00:00:03:033,Player6,Shrek
00:00:03:100,Player3,jake
00:00:03:100,Player3,jake
00:00:06:033,Player6,Shrek
00:00:06:033,Player6,Shrek
00:00:06:100,Player4,Quico
00:00:06:100,Player4,Quico
00:00:06:233,Player6,Shrek
00:00:06:233,Player6,Shrek
00:00:06:300,Player9,Homero
00:00:06:300,Player9,Homero
00:00:07:033,Player4,Quico
00:00:07:033,Player4,Quico
00:00:09:033,Player5,Darwin
00:00:09:033,Player5,Darwin
00:00:09:367,Player6,Shrek
00:00:09:367,Player6,Shrek
00:00:09:400,Player5,Darwin
00:00:09:400,Player5,Darwin
00:00:12:600,Player6,Shrek
00:00:12:600,Player6,Shrek
00:00:21:667,Player7,ReyHelado
00:00:21:667,Player7,ReyHelado
00:00:21:700,Player6,Shrek
00:00:21:700,Player6,Shrek
00:00:22:067,Player1,Dipper
00:00:22:067,Player1,Dipper
00:00:22:100,Player6,Shrek
00:00:22:100,Player6,Shrek
00:00:22:667,Player1,Dipper
00:00:22:667,Player1,Dipper
00:00:23:600,Player6,Shrek
00:00:23:600,Player6,Shrek
00:00:24:500,Player1,Dipper
00:00:24:500,Player1,Dipper
00:00:27:100,Player6,Shrek
00:00:27:100,Player6,Shrek
00:00:27:900,Player7,ReyHelado
00:00:27:900,Player7,ReyHelado
00:00:29:633,Player8,Bart
00:00:29:633,Player8,Bart
00:00:30:033,Player7,ReyHelado
00:00:30:033,Player7,ReyHelado
00:00:30:567,Player6,Shrek
00:00:30:567,Player6,Shrek
00:00:30:767,Player5,Darwin
00:00:30:767,Player5,Darwin
00:00:33:100,Player7,ReyHelado
00:00:33:100,Player7,ReyHelado
00:00:33:200,Player4,Quico
00:00:33:200,Player4,Quico
00:00:33:767,Player3,jake
00:00:33:767,Player3,jake
00:00:33:833,Player4,Quico
00:00:33:833,Player4,Quico
00:00:36:000,Player7,ReyHelado
00:00:36:000,Player7,ReyHelado
00:00:36:867,Player4,Quico
00:00:36:867,Player4,Quico
00:00:37:567,Player7,ReyHelado
00:00:37:567,Player7,ReyHelado
00:00:38:533,Player4,Quico
00:00:38:533,Player4,Quico
00:00:38:767,Player7,ReyHelado
00:00:38:767,Player7,ReyHelado
00:00:38:800,Player4,Quico
00:00:38:800,Player4,Quico
00:00:40:300,Player7,ReyHelado
00:00:40:300,Player7,ReyHelado
00:00:40:800,Player4,Quico
00:00:40:800,Player4,Quico
00:00:43:567,Player7,ReyHelado
00:00:43:567,Player7,ReyHelado
00:00:43:900,Player4,Quico
00:00:43:900,Player4,Quico
00:00:46:567,Player7,ReyHelado
00:00:46:567,Player7,ReyHelado
00:00:50:833,Player3,jake
00:00:50:833,Player3,jake
