Time,Winner,Nickname
00:00:00:000,Player7,dulceprincesa
00:00:00:000,Player7,dulceprincesa
00:00:03:033,Player6,Rick
00:00:03:033,Player6,Rick
00:00:03:200,Player3,Ben10
00:00:03:200,Player3,Ben10
00:00:03:567,Player9,DonCangrejo
00:00:03:567,Player9,DonCangrejo
00:00:06:033,Player6,Rick
00:00:06:033,Player6,Rick
00:00:06:100,Player1,Phineas
00:00:06:100,Player1,Phineas
00:00:06:167,Player6,Rick
00:00:06:167,Player6,Rick
00:00:06:633,Player8,Mordecai
00:00:06:633,Player8,Mordecai
00:00:07:300,Player1,Phineas
00:00:07:300,Player1,Phineas
00:00:09:000,Player6,Rick
00:00:09:000,Player6,Rick
00:00:09:100,Player3,Ben10
00:00:09:100,Player3,Ben10
00:00:09:233,Player9,DonCangrejo
00:00:09:233,Player9,DonCangrejo
00:00:09:333,Player6,Rick
00:00:09:333,Player6,Rick
00:00:09:767,Player3,Ben10
00:00:09:767,Player3,Ben10
00:00:19:900,Player6,Rick
00:00:19:900,Player6,Rick
00:00:21:167,Player3,Ben10
00:00:21:167,Player3,Ben10
00:00:21:233,Player6,Rick
00:00:21:233,Player6,Rick
00:00:24:033,Player9,DonCangrejo
00:00:24:033,Player9,DonCangrejo
00:00:24:400,Player1,Phineas
00:00:24:400,Player1,Phineas
00:00:27:033,Player7,dulceprincesa
00:00:27:033,Player7,dulceprincesa
00:00:27:833,Player5,Gokú
00:00:27:833,Player5,Gokú
00:00:28:133,Player8,Mordecai
00:00:28:133,Player8,Mordecai
00:00:30:033,Player7,dulceprincesa
00:00:30:033,Player7,dulceprincesa
00:00:30:200,Player6,Rick
00:00:30:200,Player6,Rick
00:00:33:033,Player3,Ben10
00:00:33:033,Player3,Ben10
00:00:33:667,Player1,Phineas
00:00:33:667,Player1,Phineas
00:00:34:367,Player2,marceline
00:00:34:367,Player2,marceline
00:00:36:000,Player3,Ben10
00:00:36:000,Player3,Ben10
00:00:37:833,Player2,marceline
00:00:37:833,Player2,marceline
00:00:38:333,Player3,Ben10
00:00:38:333,Player3,Ben10
00:00:39:633,Player1,Phineas
00:00:39:633,Player1,Phineas
00:00:40:367,Player2,marceline
00:00:40:367,Player2,marceline
00:00:40:800,Player1,Phineas
00:00:40:800,Player1,Phineas
00:00:41:533,Player2,marceline
00:00:41:533,Player2,marceline
00:00:41:733,Player1,Phineas
00:00:41:733,Player1,Phineas
00:00:43:967,Player2,marceline
00:00:43:967,Player2,marceline
00:00:48:500,Player7,dulceprincesa
00:00:48:500,Player7,dulceprincesa
00:00:49:400,Player2,marceline
00:00:49:400,Player2,marceline
