Time,Winner,Nickname
00:00:00:000,Player7,dulceprincesa
00:00:00:000,Player7,dulceprincesa
00:00:03:033,Player6,Quico
00:00:03:033,Player6,Quico
00:00:03:333,Player3,Shrek
00:00:03:333,Player3,Shrek
00:00:06:033,Player6,Quico
00:00:06:033,Player6,Quico
00:00:06:067,Player4,Musculoso
00:00:06:067,Player4,Musculoso
00:00:06:233,Player6,Quico
00:00:06:233,Player6,Quico
00:00:06:500,Player8,Gokú
00:00:06:500,Player8,Gokú
00:00:07:100,Player4,Musculoso
00:00:07:100,Player4,Musculoso
00:00:09:033,Player8,Gokú
00:00:09:033,Player8,Gokú
00:00:09:200,Player2,Rick
00:00:09:200,Player2,Rick
00:00:15:300,Player6,Quico
00:00:15:300,Player6,Quico
00:00:16:033,Player2,Rick
00:00:16:033,Player2,Rick
00:00:19:633,Player6,Quico
00:00:19:633,Player6,Quico
00:00:19:767,Player2,Rick
00:00:19:767,Player2,Rick
00:00:21:467,Player6,Quico
00:00:21:467,Player6,Quico
00:00:21:533,Player2,Rick
00:00:21:533,Player2,Rick
00:00:23:000,Player6,Quico
00:00:23:000,Player6,Quico
00:00:24:033,Player2,Rick
00:00:24:033,Player2,Rick
00:00:24:233,Player8,Gokú
00:00:24:233,Player8,Gokú
00:00:24:300,Player2,Rick
00:00:24:300,Player2,Rick
00:00:24:733,Player4,Musculoso
00:00:24:733,Player4,Musculoso
00:00:27:033,Player2,Rick
00:00:27:033,Player2,Rick
00:00:27:967,Player3,Shrek
00:00:27:967,Player3,Shrek
00:00:29:367,Player9,Mordecai
00:00:29:367,Player9,Mordecai
00:00:30:033,Player3,Shrek
00:00:30:033,Player3,Shrek
00:00:30:067,Player5,Dipper
00:00:30:067,Player5,Dipper
00:00:30:167,Player3,Shrek
00:00:30:167,Player3,Shrek
00:00:30:500,Player8,Gokú
00:00:30:500,Player8,Gokú
00:00:31:100,Player4,Musculoso
00:00:31:100,Player4,Musculoso
00:00:33:033,Player3,Shrek
00:00:33:033,Player3,Shrek
00:00:33:900,Player6,Quico
00:00:33:900,Player6,Quico
00:00:36:633,Player8,Gokú
00:00:36:633,Player8,Gokú
00:00:36:667,Player6,Quico
00:00:36:667,Player6,Quico
00:00:52:867,Player7,dulceprincesa
00:00:52:867,Player7,dulceprincesa
