Time,Winner,Nickname
00:00:00:000,Player7,Quico
00:00:00:000,Player7,Quico
00:00:03:033,Player6,Gumball
00:00:03:033,Player6,Gumball
00:00:03:333,Player3,Homero
00:00:03:333,Player3,Homero
00:00:06:033,Player6,Gumball
00:00:06:033,Player6,Gumball
00:00:06:100,Player1,drdoof
00:00:06:100,Player1,drdoof
00:00:06:200,Player6,Gumball
00:00:06:200,Player6,Gumball
00:00:06:233,Player9,dulceprincesa
00:00:06:233,Player9,dulceprincesa
00:00:09:033,Player7,Quico
00:00:09:033,Player7,Quico
00:00:09:067,Player5,Darwin
00:00:09:067,Player5,Darwin
00:00:20:300,Player4,ReyHelado
00:00:20:300,Player4,ReyHelado
00:00:20:500,Player5,Darwin
00:00:20:500,Player5,Darwin
00:00:21:100,Player2,Ben10
00:00:21:100,Player2,Ben10
00:00:21:733,Player5,Darwin
00:00:21:733,Player5,Darwin
00:00:21:867,Player4,ReyHelado
00:00:21:867,Player4,ReyHelado
00:00:23:000,Player5,Darwin
00:00:23:000,Player5,Darwin
00:00:23:700,Player4,ReyHelado
00:00:23:700,Player4,ReyHelado
00:00:24:133,Player2,Ben10
00:00:24:133,Player2,Ben10
00:00:24:533,Player5,Darwin
00:00:24:533,Player5,Darwin
00:00:25:000,Player2,Ben10
00:00:25:000,Player2,Ben10
00:00:27:733,Player4,ReyHelado
00:00:27:733,Player4,ReyHelado
00:00:28:267,Player9,dulceprincesa
00:00:28:267,Player9,dulceprincesa
00:00:30:033,Player2,Ben10
00:00:30:033,Player2,Ben10
00:00:30:200,Player5,Darwin
00:00:30:200,Player5,Darwin
00:00:33:033,Player3,Homero
00:00:33:033,Player3,Homero
00:00:33:567,Player2,Ben10
00:00:33:567,Player2,Ben10
00:00:46:000,Player3,Homero
00:00:46:000,Player3,Homero
00:00:46:967,Player2,Ben10
00:00:46:967,Player2,Ben10
00:00:47:033,Player3,Homero
00:00:47:033,Player3,Homero
00:00:48:267,Player2,Ben10
00:00:48:267,Player2,Ben10
00:00:50:100,Player3,Homero
00:00:50:100,Player3,Homero
00:00:52:967,Player7,Quico
00:00:52:967,Player7,Quico
00:00:53:367,Player3,Homero
00:00:53:367,Player3,Homero
00:00:53:567,Player7,Quico
00:00:53:567,Player7,Quico
